Name,Type,Reviews,No_of_Reviews,Menu,Price_Range,Vegan,Vegetarian
Laci's Tapas Bar," Contemporary, Healthy, Vegan Options",4.5,174,Check The Website for a Menu,Medium,True,False
Via Real Gourmet Mexican," Mexican, Southwestern, Seafood",4.5,780,Check The Website for a Menu,Medium,False,False
Lorenzo's Italian Restaurant," Italian, Vegetarian Friendly",4.0,47,Check The Website for a Menu,Medium,False,True
Botticelli's," Italian, Vegetarian Friendly, Vegan Options",4.5,246,Check The Website for a Menu,Medium,True,True
Rodeo Goat," American, Bar, Vegetarian Friendly",4.5,694,Check The Website for a Menu,Medium,False,True
Perkos Cafe & Grill," American, Diner",4.5,24,Check The Website for a Menu,Cheap,False,False
Mission Restaurant," Mexican, Southwestern, Latin",4.0,254,Check The Website for a Menu,Medium,False,False
Dirty Dave's Gay Nineties," American, Pizza, Italian",4.0,140,Check The Website for a Menu,Medium,False,False
Joe Taco," Mexican, Southwestern, Vegetarian Friendly",4.0,202,Check The Website for a Menu,Medium,False,True
True Food Kitchen," American, Vegetarian Friendly, Vegan Options",4.5,127,Check The Website for a Menu,Medium,True,True
Lorenzo's Restaurant & Cabaret," Italian, American, Vegetarian Friendly",4.0,238,http://lorenzosdining.com/menus/,Medium,False,True
Mrs London's," Cafe, Vegetarian Friendly, Vegan Options",4.5,563,Check The Website for a Menu,Medium,True,True
Mikuni Japanese Restaurant and Sushi Bar," Japanese, Sushi, Asian",4.5,866,Check The Website for a Menu,Medium,False,False
Leo's Mexican Food," Mexican, Southwestern, Soups",4.0,254,Check The Website for a Menu,Medium,False,False
Joe's Shanghai," Chinese, Asian, Soups",4.0,241,Check The Website for a Menu,Medium,False,False
Shady's Burgers," American, Bar",4.0,96,Check The Website for a Menu,Medium,False,False
Stamatis," Mediterranean, Greek, Vegetarian Friendly",4.5,247,Check The Website for a Menu,Medium,False,True
EIGHT4NINE Restaurant & Lounge," American, Vegetarian Friendly, Vegan Options",4.5,843,http://eight4nine.com/,Medium,True,True
Giumarello's," Italian, American, Vegetarian Friendly",4.5,186,Check The Website for a Menu,Pricey,False,True
Original Joe's San Jose," Italian, Vegetarian Friendly, Vegan Options",4.0,1321,Check The Website for a Menu,Medium,True,True
Clover," American, Vegetarian Friendly, Vegan Options",4.5,266,Check The Website for a Menu,Pricey,True,True
Rat's Restaurant," French, Vegetarian Friendly, Vegan Options",4.5,904,Check The Website for a Menu,Pricey,True,True
The Shannon Rose," American, Irish, Bar",4.0,128,http://theshannonrose.com/menu/,Medium,False,False
Landry's Seafood House," American, Seafood, Vegetarian Friendly",4.0,251,Check The Website for a Menu,Medium,False,True
Faicco's Pork Store, Italian,4.5,351,Check The Website for a Menu,Cheap,False,False
Liebman's Kosher Delicatessen," American, Deli, Kosher",4.5,106,http://liebmansdeli.com/menus/,Medium,False,False
George's Restaurant & Bar," American, Bar, Vegetarian Friendly",4.5,1096,Check The Website for a Menu,Medium,False,True
Filling Station," American, Cafe, Vegetarian Friendly",4.0,295,Check The Website for a Menu,Medium,False,True
The Cellar Door," Wine Bar, American, International",4.5,77,Check The Website for a Menu,Medium,False,False
Bellanico Restaurant and Wine Bar," Italian, Wine Bar, Vegetarian Friendly",4.5,138,Check The Website for a Menu,Medium,False,True
DeStefano's Steak House," American, Steakhouse, Gluten Free Options",4.5,281,Check The Website for a Menu,Pricey,False,False
Proof Gastropub," American, Bar, Pub",4.0,49,Check The Website for a Menu,Medium,False,False
Snappys Cafe & Grill," American, Diner",4.5,140,http://www.snappyskatytx.com/current-menu/,Cheap,False,False
Shanghai You Garden," Chinese, Asian, Vegetarian Friendly",4.5,76,https://www.shanghaiyougardennyc.com/flushing-ny/menu/,Cheap,False,True
Cool River," Steakhouse, Bar, Vegetarian Friendly",4.0,438,Check The Website for a Menu,Pricey,False,True
Westwoods BBQ and Spice Co.," American, Barbecue, Bar",4.0,483,http://westwoodsbbq.com/menus/,Medium,False,False
Gringo's Mexican Kitchen," Mexican, Vegetarian Friendly, Vegan Options",4.0,357,Check The Website for a Menu,Medium,True,True
Magna Ristorante," Italian, Vegetarian Friendly, Gluten Free Options",4.5,177,Check The Website for a Menu,Medium,False,True
The Promiscuous Fork," Bar, American, Contemporary",4.5,143,http://thepromiscuousfork.com/menu.html,Medium,False,False
Railhead Smokehouse," American, Barbecue",4.0,364,Check The Website for a Menu,Medium,False,False
Texas de Brazil," Steakhouse, Brazilian, Gluten Free Options",4.5,246,Check The Website for a Menu,Pricey,False,False
Gabriel's Gate Restaurant," American, Bar, Pub",4.0,364,https://gabrielsgate.page.tl/Menu.htm,Medium,False,False
Mastro's Steakhouse," American, Steakhouse, Vegetarian Friendly",4.5,455,Check The Website for a Menu,Pricey,False,True
Wally's," American, Vegetarian Friendly, Vegan Options",4.5,584,http://www.wallyslbi.com,Medium,True,True
Olive Garden," Italian, Vegetarian Friendly, Vegan Options",4.0,184,Check The Website for a Menu,Medium,True,True
Lonesome Dove Western Bistro," American, Southwestern, Gluten Free Options",4.5,236,Check The Website for a Menu,Pricey,False,False
Las Barcas," Mexican, Vegetarian Friendly",4.5,77,Check The Website for a Menu,Cheap,False,True
Jesse's Tortilla Factory,Turbulent Flow,4.5,42,Check The Website for a Menu,Cheap,False,False
Ramen Tatsunoya," Japanese, Asian, Soups",4.5,72,Check The Website for a Menu,Cheap,False,False
Pearl Street Grill & Brewery," American, Bar, Pub",4.0,1564,Check The Website for a Menu,Medium,False,False
Waffles Cafe," American, Gluten Free Options",4.0,66,Check The Website for a Menu,Medium,False,False
Temblor Brewing Comany," American, Bar, Pub",4.5,73,https://temblorbrewing.com/menu/,Medium,False,False
Mena's Grill," Mexican, Southwestern, Vegetarian Friendly",4.5,83,Check The Website for a Menu,Medium,False,True
Il Giardinello," Italian, Vegetarian Friendly, Vegan Options",4.5,383,Check The Website for a Menu,Medium,True,True
Seafood Gourmet," Seafood, Soups, Gluten Free Options",4.5,140,Check The Website for a Menu,Medium,False,False
"Truluck's Seafood, Steak, and Crabhouse"," American, Seafood, Vegetarian Friendly",4.5,1182,Check The Website for a Menu,Pricey,False,True
Eli's Pizza Pasta," Pizza, Italian",4.0,29,https://slicelife.com/restaurants/nj/elizabeth/07201/eli-s-pizza-pasta/menu?clientId=37958826.1562802877&segment_id=677e8b3e-f107-4749-9bd0-56100e462571&utm_campaign=partner_websites,Medium,False,False
The Griffon Gastropub," American, Brew Pub, Bar",4.5,849,http://www.griffongastropub.com/images/g4-menu.pdf,Medium,False,False
Market Grill," American, Seafood, Soups",4.5,248,Check The Website for a Menu,Medium,False,False
Restaurant at Engleside Inn," American, Seafood, Sushi",4.5,211,Check The Website for a Menu,Medium,False,False
Pete's Sunset Grille," American, Bar, Gluten Free Options",4.0,194,Check The Website for a Menu,Medium,False,False
Bel Aire Diner," American, Diner, Vegetarian Friendly",4.0,169,Check The Website for a Menu,Medium,False,True
Spring Creek Barbeque," American, Barbecue",4.0,77,https://springcreekbarbeque.com/menu/,Medium,False,False
Torino 2 Restaurants," Italian, Vegetarian Friendly",4.0,103,http://www.torinorestaurants.com/menu.html,Medium,False,True
Toast," American, Vegetarian Friendly, Vegan Options",4.0,206,Check The Website for a Menu,Medium,True,True
Cocoro Japanese Bistro & Sushi," Japanese, Sushi, Asian",4.5,124,Check The Website for a Menu,Medium,False,False
Francesco's Restaurant," Italian, Pizza, Vegetarian Friendly",4.5,70,Check The Website for a Menu,Medium,False,True
The Cheesecake Factory," American, Vegetarian Friendly, Gluten Free Options",4.0,276,https://order.thecheesecakefactory.com/menu/jersey-city-nj,Medium,False,True
Ruby Tuesday," American, Bar, Pub",3.5,485,Check The Website for a Menu,Medium,False,False
Blue Clove," American, Seafood, Vegan Options",4.5,96,http://theblueclove.com,Medium,True,False
Leonardo's II," Italian, Vegetarian Friendly, Vegan Options",4.5,134,Check The Website for a Menu,Medium,True,True
LIC Market," American, International, Vegetarian Friendly",4.5,201,Check The Website for a Menu,Medium,False,True
Zinburger Wine & Burger Bar," American, Bar, Wine Bar",4.0,174,Check The Website for a Menu,Medium,False,False
Terry Black's Barbecue," American, Southwestern, Barbecue",4.5,1360,Check The Website for a Menu,Medium,False,False
Jimmy Mac's Roadhouse," American, Steakhouse, Bar",4.0,203,Check The Website for a Menu,Medium,False,False
Julio's Mexican Food," Mexican, Southwestern, Latin",4.5,299,Check The Website for a Menu,Medium,False,False
The Matador," Mexican, Southwestern, Latin",4.0,252,http://matadorrestaurants.com/uploads/Matador-WAOR-Core-Menu-03.2019-website.pdf,Medium,False,False
Dough Pizzeria Napoletana," Italian, Pizza, Vegetarian Friendly",4.5,983,Check The Website for a Menu,Medium,False,True
Pacific Catch," Hawaiian, Seafood, Vegetarian Friendly",4.5,987,Check The Website for a Menu,Medium,False,True
Chit Chat Diner," American, Diner, Vegetarian Friendly",4.0,171,Check The Website for a Menu,Medium,False,True
True Food Kitchen," Indian, Mediterranean, Healthy",4.5,234,Check The Website for a Menu,Medium,False,False
Cantina Laredo," Latin, Mexican, Vegetarian Friendly",4.0,162,Check The Website for a Menu,Medium,False,True
Dos Amigos," Mexican, Southwestern, Vegetarian Friendly",4.5,44,Check The Website for a Menu,Cheap,False,True
Pizzazza," Italian, Pizza, Vegetarian Friendly",4.5,222,Check The Website for a Menu,Medium,False,True
Water Grill," American, Seafood, Vegetarian Friendly",4.0,185,Check The Website for a Menu,Pricey,False,True
Bruno's Restaurant," Italian, Vegetarian Friendly, Vegan Options",4.5,321,Check The Website for a Menu,Medium,True,True
JOEY," American, Bar, Grill",4.0,354,Check The Website for a Menu,Medium,False,False
Platia Greek Kouzina," Mediterranean, Greek, Vegetarian Friendly",4.5,433,http://www.platiagreek.com/menu/,Medium,False,True
Country Corner Cafe," Vegetarian Friendly, Gluten Free Options, Vegan Options",4.0,219,Check The Website for a Menu,Cheap,True,True
Casa Mia," Italian, Pizza, Vegetarian Friendly",4.0,45,http://www.casamiarestaurants.com/menus/tricities-casa-mia-menu.pdf,Medium,False,True
Justin's Ristorante,Mensa,4.5,128,Check The Website for a Menu,Medium,False,False
Aki," Japanese, Sushi, Asian",4.5,70,Check The Website for a Menu,Medium,False,False
John Brown Smokehouse," American, Bar, Barbecue",4.5,396,Check The Website for a Menu,Medium,False,False
Taste of Europe," Polish, Russian, Eastern European",4.5,226,Check The Website for a Menu,Medium,False,False
Coqueta," Mediterranean, Spanish, Catalan",4.5,718,http://coquetasf.com/menu/,Medium,False,False
Indochine Asian Dining Lounge," Asian, Thai, Vegetarian Friendly",4.0,418,Check The Website for a Menu,Medium,False,True
Bistro 45," French, American, Vegetarian Friendly",4.5,118,Check The Website for a Menu,Pricey,False,True
Royal Orchid Thai Cuisine," Asian, Thai, Vegetarian Friendly",4.0,50,Check The Website for a Menu,Medium,False,True
Tokyo-ya Ramen & Izakaya," Japanese, Asian, Soups",4.5,28,Check The Website for a Menu,Medium,False,False
Quaker Steak & Lube," American, Bar",3.5,128,http://thelube.com/category/menu/,Medium,False,False
Cafe Jolie," Cafe, French, American",4.5,109,Check The Website for a Menu,Medium,False,False
B Side Pizzeria," Italian, Pizza, Vegetarian Friendly",4.5,490,Check The Website for a Menu,Medium,False,True
Bonnell's Restaurant," American, Southwestern, Gluten Free Options",4.5,312,https://bonnellstexas.com/menu/,Pricey,False,False
Ithaca Beer Co.," American, Brew Pub, Bar",4.5,308,Check The Website for a Menu,Medium,False,False
Olio e Piu," Italian, Pizza, Tuscan",4.5,2534,Check The Website for a Menu,Medium,False,False
Flo Restaurant & Bar," Japanese, Sushi, Asian",4.5,119,Check The Website for a Menu,Medium,False,False
Ali Baba Mediterranean Grill," Mediterranean, Middle Eastern, Vegetarian Friendly",4.5,219,https://alibabamedgrill.com/wp-content/uploads/2018/05/ali-baba_in-house-menu_april-2018.pdf,Medium,False,True
Feast," American, Contemporary, Vegetarian Friendly",4.5,432,Check The Website for a Menu,Medium,False,True
Hester's Cafe," Cafe, American, Vegetarian Friendly",4.5,102,https://www.hesterscafe.com/menus/,Medium,False,True
Texas," American, Steakhouse, Gluten Free Options",4.5,306,http://texas1846.com/menu,Pricey,False,False
Micklethwait Craft Meats," American, Southwestern, Barbecue",4.5,233,http://craftmeatsaustin.com/menu,Medium,False,False
Velo Eatery," Seafood, American, Soups",4.5,117,Check The Website for a Menu,Medium,False,False
La Villa Pizza & Family Restaurant," Italian, Pizza, Vegetarian Friendly",4.5,139,Check The Website for a Menu,Medium,False,True
Black Diamond Oyster Bar," American, Bar, Seafood",4.5,188,Check The Website for a Menu,Medium,False,False
Wink Restaurant," American, Wine Bar, Vegetarian Friendly",4.5,332,Check The Website for a Menu,Pricey,False,True
Double Ai," Sushi, Asian, Chinese",4.0,88,http://www.double-ai.com/menu/,Medium,False,False
Rick & Ann's," American, Cafe, Vegetarian Friendly",4.5,332,Check The Website for a Menu,Medium,False,True
Texas Roadhouse," American, Steakhouse",4.0,306,http://texasroadhouse.com/menu,Medium,False,False
O'Neills Staten Island," Irish, American, Vegetarian Friendly",4.5,45,http://oneillsstatenisland.com/kids-menu/,Medium,False,True
Mediterranean Breeze," Mediterranean, Turkish, Greek",4.5,146,http://www.eatmb.com,Medium,False,False
Vila Verde Restaurant," Seafood, Spanish, Portuguese",4.5,142,http://www.vilaverderestaurant.com/menus,Medium,False,False
Parma," Italian, Vegetarian Friendly",4.5,145,Check The Website for a Menu,Pricey,False,True
Sparks Firehouse Deli," American, Bar, Pizza",4.0,48,Check The Website for a Menu,Medium,False,False
Just a Taste," American, Spanish, Wine Bar",4.5,533,Check The Website for a Menu,Medium,False,False
Waffles Caffe," American, Vegetarian Friendly, Gluten Free Options",4.5,74,Check The Website for a Menu,Cheap,False,True
MezzaNotte," Italian, Vegan Options, Gluten Free Options",4.5,206,http://mezzanottealbany.com/menu.html,Medium,True,False
JP's Taproom & Grill," American, Bar, Pub",4.0,32,Check The Website for a Menu,Medium,False,False
Antonio's Trattoria," Italian, Vegetarian Friendly, Vegan Options",4.5,228,Check The Website for a Menu,Medium,True,True
Carlucci's Grill," Italian, Vegetarian Friendly, Vegan Options",4.5,242,http://www.carluccisitaliangrill.com/Menus.cfm,Medium,True,True
The Thirsty Koala," Australian, Vegetarian Friendly, Vegan Options",4.5,135,Check The Website for a Menu,Medium,True,True
BOA Steakhouse Santa Monica," American, Steakhouse, Vegetarian Friendly",4.5,937,Check The Website for a Menu,Pricey,False,True
Ivar's Seafood and Chowder," Seafood, Fast Food, Soups",4.5,59,http://www.ivars.com/locations/acres-of-clams#menus,Cheap,False,False
Hattie's, American,4.0,747,Check The Website for a Menu,Medium,False,False
I Gemelli," Italian, Vegetarian Friendly, Vegan Options",4.5,66,Check The Website for a Menu,Medium,True,True
Angeline's Louisiana Kitchen," American, Cajun & Creole, Vegetarian Friendly",4.5,358,Check The Website for a Menu,Medium,False,True
Astoria Pizza & Pasta," Italian, Pizza, Vegetarian Friendly",4.5,51,Check The Website for a Menu,Cheap,False,True
Cast Iron Grill," Grill, American, Vegan Options",4.5,561,Check The Website for a Menu,Medium,True,False
Olive Burger Richardson, American,4.5,60,http://oliveburger.com/menu3/,Cheap,False,False
Sages Restaurant," Italian, International, Contemporary",4.5,165,Check The Website for a Menu,Medium,False,False
Lanie's Cafe," Italian, American, Bar",4.5,176,Check The Website for a Menu,Medium,False,False
Il Fornaio," Italian, Vegetarian Friendly, Gluten Free Options",4.5,254,Check The Website for a Menu,Pricey,False,True
Aloy's Italian Restaurant," Italian, Pizza, Vegetarian Friendly",4.5,153,Check The Website for a Menu,Medium,False,True
El Toro Mexican Restaurant," Mexican, Vegetarian Friendly",4.0,68,Check The Website for a Menu,Medium,False,True
The Red Table," American, International, Gluten Free Options",4.5,88,Check The Website for a Menu,Medium,False,False
